City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,lavrentiya,65.5833,-171.0,-20.36,81,65,14.41,RU,1613104047
369,hualmay,-11.0964,-77.6139,72.57,75,93,6.35,PE,1613103995
370,chapais,49.7834,-74.8492,-5.8,77,90,11.5,CA,1613103879
371,qingdao,36.0986,120.3719,57.2,58,90,13.42,CN,1613104103
372,narsaq,60.9167,-46.05,39.2,28,75,47.18,GL,1613103855
373,ambilobe,-13.2,49.05,76.08,90,73,2.42,MG,1613104073
374,nome,64.5011,-165.4064,12.2,85,90,25.32,US,1613103929
375,merauke,-8.4667,140.3333,84.58,73,96,5.86,ID,1613103829
376,ayan,56.45,138.1667,18.46,96,93,2.89,RU,1613104398
377,korla,41.7597,86.1469,40.05,60,69,3.18,CN,1613104070
378,camacupa,-12.0167,17.4833,57.0,74,95,3.69,AO,1613104398
379,cabrobo,-8.5142,-39.31,74.07,80,16,13.78,BR,1613104398
380,kautokeino,69.0125,23.0412,20.73,91,93,19.3,NO,1613104398
381,polonnaruwa,7.9333,81.0,78.78,67,99,4.54,LK,1613104398
382,arcos,-20.2819,-45.5394,66.87,89,100,3.78,BR,1613104399
383,padre bernardo,-15.35,-48.5,67.98,94,95,1.81,BR,1613104399
384,boyabat,41.4689,34.7667,46.04,62,19,3.06,TR,1613104399
385,brae,60.3964,-1.353,37.4,70,40,24.16,GB,1613103841
386,nishihara,26.1842,127.7558,71.6,64,90,23.02,JP,1613104399
387,panaba,21.2833,-88.2667,74.48,80,71,8.72,MX,1613104399
388,chihuahua,28.5,-106.0,57.2,23,20,6.91,MX,1613104399
389,kathmandu,27.7167,85.3167,55.4,82,75,2.3,NP,1613104269
390,manado,1.487,124.8455,86.0,70,40,6.91,ID,1613104400
391,mwene-ditu,-7.0,23.45,67.51,96,96,0.85,CD,1613104400
392,chivilcoy,-34.8957,-60.0167,64.0,66,99,5.01,AR,1613104400
393,magadan,59.5667,150.8,17.15,89,0,4.21,RU,1613104239
394,clarence town,-32.5833,151.7833,91.0,51,0,6.91,AU,1613104400
395,pangody,65.85,74.4859,-34.64,82,9,2.42,RU,1613104400
396,talnakh,69.4865,88.3972,-19.71,86,97,2.1,RU,1613103847
397,avera,33.194,-82.5271,59.0,97,90,4.61,US,1613103821
398,rawatsar,29.2833,74.3833,73.0,22,100,3.78,IN,1613104401
399,rosita,13.9268,-84.4032,67.28,95,5,1.41,NI,1613104401
400,locri,38.2414,16.2623,55.99,71,90,6.91,IT,1613104401
401,sechura,-5.5569,-80.8222,76.62,74,94,10.78,PE,1613104058
402,kawalu,-7.3817,108.2082,87.26,59,50,2.48,ID,1613104401
403,remedios,22.4947,-79.5458,69.8,88,20,5.75,CU,1613104401
404,chacabuco,-34.6417,-60.4739,64.0,96,100,1.01,AR,1613104402
405,laguna,38.421,-121.4238,52.0,87,90,9.22,US,1613103692
406,dunedin,-45.8742,170.5036,57.0,68,17,15.01,NZ,1613103624
407,barao de melgaco,-16.1944,-55.9675,75.2,83,75,4.61,BR,1613104402
408,inta,66.0317,60.1659,-25.76,86,79,1.66,RU,1613103869
409,codrington,-38.2667,141.9667,68.05,54,84,15.79,AU,1613103861
410,pilar,-9.5972,-35.9567,73.4,94,75,4.03,BR,1613104403
411,tura,25.5198,90.2201,76.33,32,27,3.2,IN,1613104062
412,biloela,-24.4167,150.5,90.03,26,33,5.77,AU,1613104403
413,namatanai,-3.6667,152.4333,83.17,75,69,7.18,PG,1613103650
414,te anau,-45.4167,167.7167,68.29,44,0,4.92,NZ,1613103966
415,padang,-0.9492,100.3543,87.8,66,20,8.05,ID,1613103823
416,araouane,18.9048,-3.5265,67.98,18,39,10.22,ML,1613104061
417,khandbari,27.3747,87.2039,69.31,40,25,4.09,NP,1613104404
418,nizwa,22.9333,57.5333,70.95,29,2,1.1,OM,1613104075
419,acapulco,16.8634,-99.8901,77.0,78,1,5.75,MX,1613103617
420,portland,45.5234,-122.6762,32.0,59,90,25.32,US,1613104404
421,bukachacha,52.9833,116.9167,11.32,87,100,9.57,RU,1613104404
422,bud,39.447,-86.1758,18.0,76,87,10.02,US,1613103854
423,taksimo,56.3444,114.8794,3.88,85,100,5.19,RU,1613104389
424,imeni poliny osipenko,52.4201,136.4853,11.52,94,100,2.95,RU,1613104404
425,flinders,-34.5833,150.8552,82.0,68,63,1.01,AU,1613104405
426,bridlington,54.0831,-0.1919,30.99,92,100,15.93,GB,1613104405
427,wagga wagga,-35.1167,147.3667,73.4,83,90,8.05,AU,1613103881
428,san policarpo,12.1791,125.5072,83.59,72,42,6.91,PH,1613103692
429,saint-francois,46.4154,3.9054,24.01,86,0,10.36,FR,1613104405
430,umm lajj,25.0213,37.2685,75.94,50,98,1.12,SA,1613103866
431,winneba,5.3511,-0.6231,82.4,89,20,10.36,GH,1613104405
432,zaozerne,45.1582,33.2787,52.0,63,72,4.0,UA,1613104406
433,hurghada,27.2574,33.8129,59.0,38,0,6.91,EG,1613104406
434,bajil,15.0584,43.2851,75.9,68,73,2.77,YE,1613104406
435,nguru,12.8791,10.4526,65.41,25,0,8.01,NG,1613104406
436,port blair,11.6667,92.75,81.95,64,99,16.6,IN,1613104073
437,mbandaka,0.0487,18.2603,75.38,67,0,5.53,CD,1613103891
438,henties bay,-22.116,14.2845,68.0,91,99,6.17,NA,1613103898
439,beloha,-25.1667,45.05,75.52,77,91,8.9,MG,1613103646
440,mahina,-17.5065,-149.489,84.0,61,40,8.05,PF,1613104407
441,erzin,36.9559,36.2,53.01,86,39,14.0,TR,1613104407
442,aykhal,66.0,111.5,-17.84,82,21,6.73,RU,1613104407
443,las cruces,32.3123,-106.7783,54.0,30,0,1.01,US,1613104262
444,antalaha,-14.9003,50.2788,80.49,76,83,3.91,MG,1613104407
445,nara,34.6851,135.8049,57.2,41,0,3.44,JP,1613104407
446,barabai,-2.5833,115.3833,88.09,64,100,3.22,ID,1613104407
447,ajaccio,42.0,8.9167,46.4,81,75,6.91,FR,1613104408
448,minggang,32.4586,114.0486,66.61,42,0,2.28,CN,1613104408
449,achutupo,9.2,-77.9833,78.15,81,77,9.93,PA,1613104408
450,pecos,31.4229,-103.4932,33.8,86,90,6.91,US,1613104408
451,joigny,47.9829,3.401,19.99,69,99,13.31,FR,1613104408
452,nuuk,64.1835,-51.7216,19.4,86,90,13.8,GL,1613104052
453,saint-ambroise,48.5501,-71.3324,3.99,92,100,11.5,CA,1613104408
454,latung,5.5,120.8833,83.07,74,29,9.93,PH,1613104409
455,osa,57.2829,55.4567,-2.33,90,60,4.88,RU,1613104409
456,kompaniyivka,48.2511,32.208,19.69,95,100,18.52,UA,1613104409
457,mugla,37.2303,28.3557,53.6,93,75,5.75,TR,1613104409
458,ipixuna,-1.7625,-48.8043,77.0,94,75,3.44,BR,1613104409
459,huaicheng,23.9051,112.1931,71.83,47,4,2.04,CN,1613104410
460,san jose de las lajas,22.9614,-82.1511,66.2,94,20,2.3,CU,1613104410
461,borovoy,55.4333,86.0833,-18.4,69,2,2.24,RU,1613104410
462,agirish,61.9247,63.0231,-17.5,87,54,1.5,RU,1613104410
463,ilhabela,-23.7781,-45.3581,75.6,83,100,5.93,BR,1613103897
464,alta floresta,-9.8756,-56.0861,71.4,96,100,1.07,BR,1613104410
465,fare,-16.7,-151.0167,82.47,66,9,12.53,PF,1613103850
466,isangel,-19.55,169.2667,86.0,74,75,4.74,VU,1613103668
467,sao jose da coroa grande,-8.8978,-35.1478,77.31,82,28,6.82,BR,1613103981
468,sao joao da barra,-21.6403,-41.0511,76.48,87,100,14.18,BR,1613104411
469,salalah,17.0151,54.0924,73.4,31,0,6.91,OM,1613103618
470,quatre cocos,-20.2078,57.7625,84.0,65,40,9.22,MU,1613103722
471,sungairaya,0.7,108.9,87.33,63,100,10.78,ID,1613104411
472,florianopolis,-27.6146,-48.5012,71.6,94,75,2.3,BR,1613104219
473,mount gambier,-37.8333,140.7667,66.2,48,90,19.57,AU,1613103597
474,cayambe,0.05,-78.1333,55.4,88,75,4.61,EC,1613104412
475,mukhen,48.1,136.1,31.28,93,100,0.43,RU,1613104412
476,pimentel,-6.8367,-79.9342,73.99,86,87,3.0,PE,1613104412
477,noyon,49.5833,3.0,24.01,74,0,14.97,FR,1613104412
478,omsukchan,62.5333,155.8,-8.48,89,42,4.99,RU,1613104412
479,trondheim,63.4305,10.3951,15.01,78,0,12.66,NO,1613104182
480,karratha,-20.7377,116.8463,85.55,63,61,14.67,AU,1613103875
481,betong,5.7743,101.0723,92.77,44,2,1.99,TH,1613104413
482,lodja,-3.4833,23.4333,71.98,92,99,1.95,CD,1613104065
483,severo-yeniseyskiy,60.3725,93.0408,-14.75,88,100,8.3,RU,1613104413
484,yuanping,38.7153,112.7575,48.51,40,41,2.62,CN,1613104413
485,manggar,-2.8833,108.2667,85.6,66,82,14.32,ID,1613104413
486,ahuimanu,21.4447,-157.8378,77.0,60,1,5.75,US,1613104413
487,san rafael,-34.6177,-68.3301,72.93,53,100,6.42,AR,1613104414
488,dingle,10.9995,122.6711,86.14,67,21,2.17,PH,1613103873
489,erdenet,49.0333,104.0833,6.84,92,100,4.61,MN,1613104414
490,megion,61.0296,76.1136,-20.2,76,0,6.71,RU,1613104063
491,pontal do parana,-25.6533,-48.5128,61.0,99,98,1.74,BR,1613104414
492,comodoro rivadavia,-45.8667,-67.5,64.4,82,0,5.75,AR,1613103865
493,sinnamary,5.3833,-52.95,77.36,86,50,13.6,GF,1613103854
494,karoi,-16.8099,29.6925,63.3,98,100,3.47,ZW,1613104086
495,plettenberg bay,-34.0527,23.3716,71.89,93,100,3.02,ZA,1613103866
496,thanh hoa,19.8,105.7667,69.6,58,99,3.8,VN,1613104415
497,lae,-6.7221,146.9847,84.04,68,100,8.7,PG,1613104415
498,manokwari,-0.8667,134.0833,82.87,79,62,6.69,ID,1613104080
499,krasnaya gorka,55.1962,56.6673,13.55,96,99,2.64,RU,1613104415
500,sao felix do xingu,-6.6447,-51.995,73.54,94,100,1.23,BR,1613103876
501,augusto correa,-1.0217,-46.635,75.87,93,89,4.07,BR,1613104416
502,benghazi,32.1167,20.0667,58.95,73,18,12.17,LY,1613103752
503,lixourion,38.2019,20.4314,54.81,68,0,9.66,GR,1613104416
504,husavik,66.0449,-17.3389,19.4,86,0,6.91,IS,1613104058
505,meulaboh,4.1363,96.1285,86.09,62,86,1.9,ID,1613103856
506,bowen,-20.0167,148.2333,86.0,54,75,8.05,AU,1613103734
507,camalu,30.85,-116.0667,53.01,59,0,1.01,MX,1613104049
508,batagay-alyta,67.8006,130.4114,-5.03,83,99,1.57,RU,1613104416
509,klaksvik,62.2266,-6.589,32.0,74,75,13.8,FO,1613103873
510,kiruna,67.8557,20.2251,26.6,63,70,21.85,SE,1613104417
511,sikeston,36.8767,-89.5879,26.6,93,90,6.91,US,1613104329
512,bialystok,53.1333,23.15,8.01,83,100,13.04,PL,1613104417
513,ampanihy,-24.7,44.75,75.42,71,99,10.87,MG,1613104417
514,xiaoshi,41.2971,124.1209,48.2,49,70,11.18,CN,1613104417
515,talaya,61.3833,152.75,-3.66,90,98,1.68,RU,1613104417
516,murmashi,68.8154,32.8115,-9.4,84,75,5.68,RU,1613104418
517,saint-augustin,51.226,-58.6502,23.97,94,100,16.08,CA,1613103863
518,veraval,20.9,70.3667,79.11,31,0,8.03,IN,1613104418
519,taoudenni,22.6783,-3.9836,63.52,23,2,12.86,ML,1613104002
520,annau,37.8876,58.516,50.0,66,75,4.61,TM,1613104418
521,mercedes,-34.6515,-59.4307,66.0,99,92,1.01,AR,1613104418
522,balila,32.3881,35.9351,46.4,66,0,4.34,JO,1613104419
523,port macquarie,-31.4333,152.9167,87.01,53,91,1.01,AU,1613103858
524,tilichiki,60.4667,166.1,-18.04,84,0,12.15,RU,1613103983
525,mishelevka,52.8575,103.1719,-0.44,88,100,6.93,RU,1613104419
526,teguldet,57.3064,88.1667,-14.6,86,100,9.22,RU,1613103635
527,bambanglipuro,-7.95,110.2833,84.18,71,42,9.46,ID,1613104419
528,kisangani,0.5167,25.2,71.74,66,97,2.71,CD,1613104060
529,zhangye,38.9342,100.4517,43.47,49,100,8.23,CN,1613104419
530,goure,13.9835,10.2704,63.88,26,0,6.64,NE,1613104420
531,malvern,34.3623,-92.813,28.4,80,90,8.05,US,1613104420
532,coquimbo,-29.9533,-71.3436,60.8,94,0,2.3,CL,1613103842
533,kamyshin,50.0983,45.416,27.25,98,87,5.06,RU,1613104420
534,torrijos,39.9819,-4.2835,55.0,79,89,17.96,ES,1613104420
535,lieto,60.5103,22.4618,8.6,92,90,1.14,FI,1613104420
536,mata de sao joao,-12.5303,-38.2992,80.6,65,20,6.91,BR,1613104421
537,saint-georges,12.0564,-61.7485,77.0,83,20,17.27,GD,1613104332
538,forio,40.7342,13.8646,55.0,82,94,1.99,IT,1613104421
539,katangli,51.7102,143.2326,19.18,94,92,4.38,RU,1613103895
540,eirunepe,-6.6603,-69.8736,73.63,98,100,2.93,BR,1613104422
541,half moon bay,37.4636,-122.4286,55.99,94,90,13.8,US,1613104422
542,hachinohe,40.5,141.5,37.65,76,3,2.91,JP,1613104422
543,asau,46.4333,26.4,21.0,65,71,2.86,RO,1613103849
544,lakhimpur,27.95,80.7667,71.15,38,50,3.65,IN,1613104423
545,tkibuli,42.3477,42.9981,57.2,41,0,18.41,GE,1613104423
546,chanika,-5.4167,38.0167,70.81,85,99,3.78,TZ,1613104423
547,ballina,-28.8667,153.5667,87.8,61,15,19.57,AU,1613104423
548,zhezkazgan,47.8043,67.7144,7.74,89,77,7.47,KZ,1613103845
549,gandajika,-6.75,23.95,68.52,97,100,0.51,CD,1613104162
550,alakurtti,66.9672,30.3491,-0.17,92,83,2.59,RU,1613104424
551,tarazona,41.9,-1.7333,52.0,87,100,12.66,ES,1613104424
552,kathu,7.9178,98.3332,87.8,62,20,14.97,TH,1613104424
553,martapura,-3.4167,114.85,87.8,74,40,11.5,ID,1613104424
554,calamar,10.2511,-74.9146,78.8,89,40,9.22,CO,1613104424
555,fort nelson,58.8053,-122.7002,-4.0,71,90,1.19,CA,1613104207
556,middelburg,-25.7751,29.4648,60.31,77,5,15.57,ZA,1613104424
557,hami,42.8,93.45,38.73,60,80,3.4,CN,1613104425
558,wuwei,37.9281,102.6414,43.77,48,98,4.0,CN,1613104425
559,progreso,21.2833,-89.6667,77.0,83,20,11.5,MX,1613104425
560,zorritos,-3.6805,-80.6782,76.53,79,48,5.79,PE,1613104425
561,gat,31.61,34.7642,51.01,81,0,5.75,IL,1613103833
562,biak,-0.9131,122.8766,83.93,73,100,2.62,ID,1613103890
563,tanhacu,-14.0214,-41.2481,65.59,87,65,4.36,BR,1613104426
564,agadir,30.4202,-9.5982,51.8,100,20,5.75,MA,1613104426
565,toamasina,-18.1667,49.3833,77.0,94,40,4.61,MG,1613103868
566,canandaigua,42.8742,-77.288,15.01,74,100,4.83,US,1613104426
567,mantua,45.1667,10.7833,37.99,74,90,8.99,IT,1613104426
